Sample Rate: 1000
No. Samples: 200000
Current (A)
-3.494e-05
-0.0001820373
-4.594609e-05
-8.927166e-05
-0.0001214164
-9.433796e-05
-3.26689e-05
-0.0001359165
-0.0001027236
-5.241203e-07
-0.0001671878
-2.7952e-05
-0.0001226393
-2.096401e-05
-0.0002113869
5.607864e-05
-0.0001264827
-0.0001422057
-2.271101e-05
-0.0001242116
-9.922956e-05
-0.0001177477
-5.223529e-05
-0.0001526877
-4.647019e-05
-0.0001949651
-0.0001027236
-1.100611e-05
-0.0001450009
-0.0001806397
-6.830768e-05
1.484947e-05
-0.0001855313
1.310247e-05
-0.0001109344
-8.036197e-05
-0.0001104103
-0.0001002778
-2.74279e-05
-0.0001797662
-1.415071e-05
-0.0001355671
-0.00015426
-2.078931e-05
-0.0001352177
-9.206686e-05
-8.158487e-05
-0.000140284
1.153017e-05
-0.0001591516
-9.189216e-05
-0.0001194947
-8.542827e-05
-0.0001044706
-3.52894e-05
-5.171119e-05
-0.0001886759
2.917486e-05
-0.0001689348
2.445778e-06
-0.0001631697
-8.315717e-05
8.734974e-06
-0.0001897241
-0.0001180971
-5.223529e-05
-4.140389e-05
-0.0001144284
-5.957268e-05
-8.700056e-05
-2.253631e-05
-0.0001574046
1.607237e-05
-0.0001746999
6.114475e-06
-0.0001500672
-2.271119e-06
-0.0002002061
2.061457e-05
-0.000182212
-4.402439e-05
-0.0001423804
-6.953058e-05
-0.0001074405
-0.0001757481
-6.813298e-05
-0.0001118079
-3.96569e-05
-3.63376e-05
-0.0001888506
1.624707e-05
-0.0001588022
1.170487e-05
-0.0001242116
-4.437379e-05
-5.101239e-05
-0.0001687601
-1.013261e-05
-6.394018e-05
-0.0001076152
-0.0001006272
-9.957896e-05
-7.442217e-05
-0.0001581034
-1.048201e-05
-0.0001720794
-0.0001284044
-6.184378e-05
-0.000129802
5.590376e-06
-0.0001764469
1.153017e-05
-0.000126308
-0.0001098862
-5.450639e-05
-0.0001303261
-4.105449e-05
-6.848238e-05
-0.000169983
-1.450011e-05
-8.595237e-05
-0.0001942663
-2.60303e-05
-0.0001338201
-0.0001488443
-0.0001008019
-5.310879e-05
-0.0001638685
-1.030731e-05
-8.892226e-05
-5.048829e-05
-0.0001168742
-9.975366e-05
4.891576e-06
-0.000147272
-3.96569e-05
-0.0002190737
3.162066e-05
-0.0001650914
-4.664489e-05
-0.0001126814
1.153017e-05
-0.0002323509
-4.157859e-05
-6.568718e-05
-0.0001586275
-6.236788e-05
-5.555458e-05
-0.0001731276
-7.809087e-05
-0.0001481455
-7.354867e-05
-6.551248e-05
-0.000101326
-8.210897e-05
4.018077e-06
-0.0001596757
-0.0001189706
4.053035e-05
-0.0001898988
-8.857286e-05
-0.0001173983
-0.0001282297
-2.009051e-05
-0.000108314
-0.000182212
-4.856659e-05
-0.0001132055
-9.660906e-05
-6.656068e-05
-0.0001484949
-1.677121e-05
-0.0001876277
2.742786e-05
-0.0001509407
-7.809087e-05
-7.389807e-05
-3.38918e-05
-0.0001327719
-0.0001252598
-1.327721e-05
-8.385597e-05
-0.0002087664
-1.851821e-05
-0.0001726035
-2.166281e-05
-8.804876e-05
-0.0001467479
-4.402439e-05
-0.0001055188
-0.0001170489
-3.23195e-05
-7.005468e-05
-0.0001028983
-5.328349e-05
-0.0001540853
-6.079558e-05
-7.005468e-05
-8.210897e-05
-5.310879e-05
-9.922956e-05
-6.114517e-06
-0.0001946157
-1.956641e-05
-0.0001329466
-5.083769e-05
-9.014516e-05
-0.000124561
-5.398229e-05
-9.765726e-05
-0.0001418563
-2.271119e-06
-0.0001563564
-0.0001453503
3.074716e-05
-7.477157e-05
-0.0001792421
1.345187e-05
-0.0001628203
2.707846e-05
-0.0001895494
-5.363289e-05
-8.944636e-05
-0.0001392358
-0.0001411575
-9.608496e-05
-8.717526e-05
-7.302457e-05
-0.0001151272
-0.0001436033
2.603026e-05
-0.0001871036
1.991577e-05
