Sample Rate: 1000
No. Samples: 200000
Voltage (V)
1.798774
1.790247
1.841944
1.887759
1.714754
1.832676
1.964079
1.856091
1.717247
1.867523
1.975467
1.870343
1.687409
1.845655
1.895202
1.743256
1.812587
1.848208
1.806043
1.875497
1.81488
1.711059
1.926173
1.835277
1.715923
1.767278
1.959246
1.735947
1.755131
1.839864
1.853506
1.818855
1.860185
1.768195
1.745675
1.918188
1.890074
1.699157
1.903414
1.968423
1.934023
1.880602
1.714892
1.777619
1.831537
1.86342
1.862378
1.839568
1.730351
1.982733
1.828724
1.699874
1.920211
1.761789
1.815307
1.955081
1.865083
1.691679
1.838642
1.905288
1.921522
1.880602
1.856478
1.76808
1.894246
1.820645
1.748961
1.941325
1.83411
1.692424
1.957492
1.871841
1.744709
1.744871
1.97367
1.795201
1.865626
1.915303
1.783262
1.776208
1.791918
1.844124
1.839481
1.828179
1.843953
1.782258
1.792836
1.810497
1.981786
1.761262
1.675755
1.88952
1.937455
1.809263
1.789926
1.892485
1.860407
1.909084
1.727921
1.968665
1.871513
1.699902
1.769031
1.969768
1.812145
1.687688
1.816785
1.961443
1.836213
1.735444
1.784386
1.831149
1.851949
1.793356
1.778635
1.95412
1.908261
1.79508
1.77453
1.716324
1.812079
1.958164
1.82429
1.722581
1.805775
1.917326
1.887732
1.859998
1.810837
1.738241
1.956397
1.887696
1.679735
1.803806
1.964519
1.800782
1.683015
1.787775
1.977064
1.842106
1.783633
1.881633
1.835766
1.762138
1.728677
1.931944
1.76157
1.934145
1.774376
1.804847
1.941682
1.67233
1.807068
1.92054
2.0078
1.872363
1.751563
1.873765
1.829714
1.80122
1.807269
1.869491
1.836223
1.948024
1.763586
1.707088
1.713111
1.955593
1.927497
1.707363
1.891758
1.865787
1.879443
1.780591
1.865448
1.913706
1.695386
1.948785
1.873837
1.697088
1.836532
1.933607
1.691287
1.723464
1.779756
1.760797
1.867062
1.832352
1.82155
1.781975
1.859334
1.920458
1.79381
1.758442
1.959988
1.765519
1.712221
1.878731
1.951733
1.759914
1.693393
1.783276
1.911383
1.883186
1.840846
1.782098
1.760359
1.726286
1.903763
1.778496
1.70463
1.798602
1.945101
1.943713
1.749089
1.754617
1.979378
1.949639
1.726778
1.748248
1.930576
1.934628
1.844679
1.841918
1.763112
1.801075
1.958569
1.744402
1.77152
1.962202
1.66495
1.735042
1.979819
1.911954
1.774067
1.736446
1.740407
1.810029
1.864514
1.826663
1.71479
1.908625
1.911364
1.728949
1.690044
1.734795
1.909166
1.850532
1.718332
1.897524
1.920977
1.888299
1.852645
1.812058
1.728932
1.887788
1.935262
1.887389
1.718946
1.744277
1.964091
1.887742
1.781934
1.706494
1.942972
1.771543
1.858072
1.809845
1.755971
1.795592
1.890289
1.765859
1.732143
1.947207
1.880899
1.714923
1.991764
